iter	Passed	Remaining
456	879	1044
457	880	1042
458	881	1039
459	882	1036
460	883	1033
461	884	1030
462	885	1027
463	886	1024
464	887	1021
465	888	1018
466	890	1016
467	892	1014
468	893	1012
469	895	1009
470	896	1006
471	897	1004
472	898	1001
473	899	998
474	900	995
475	901	991
476	901	988
477	902	985
478	905	984
479	907	983
480	908	980
481	909	977
482	910	974
483	910	971
484	911	967
485	912	964
486	912	961
487	914	959
488	914	956
489	915	952
490	917	951
491	919	949
492	920	946
493	922	944
494	923	942
495	924	939
496	926	937
497	927	934
498	928	931
499	929	929
500	934	930
501	935	928
502	936	925
503	939	924
504	941	922
505	943	921
506	952	925
507	954	924
508	955	921
509	956	919
510	957	916
511	962	917
512	966	917
513	967	914
514	968	912
515	970	910
516	973	909
517	977	909
518	979	908
519	981	906
520	982	903
521	985	902
522	987	901
523	991	900
524	993	898
525	995	896
526	996	894
527	999	893
528	1000	891
529	1002	888
530	1006	888
531	1008	887
532	1010	885
533	1012	883
534	1013	880
535	1014	878
536	1019	879
537	1022	877
538	1026	877
539	1027	875
540	1028	873
541	1030	871
542	1034	870
543	1039	871
544	1044	871
545	1045	869
546	1046	866
547	1049	865
548	1051	863
549	1052	861
550	1054	859
551	1056	857
552	1057	854
553	1058	852
554	1059	849
555	1060	846
556	1069	850
557	1072	849
558	1075	848
559	1082	850
560	1084	848
561	1086	846
562	1087	844
563	1088	841
564	1089	838
565	1090	836
566	1091	833
567	1092	830
568	1093	828
569	1094	825
570	1101	827
571	1103	825
572	1105	824
573	1107	822
574	1108	819
575	1109	816
576	1124	824
577	1128	824
578	1132	823
579	1134	821
580	1135	819
581	1137	816
582	1138	814
583	1139	811
584	1140	808
585	1142	807
586	1143	804
587	1147	803
588	1149	801
589	1150	799
590	1150	796
591	1153	795
592	1158	795
593	1165	796
594	1166	794
595	1167	791
596	1168	788
597	1169	786
598	1173	785
599	1175	783
600	1176	781
601	1177	778
602	1178	775
603	1179	773
604	1179	770
605	1180	767
606	1181	764
607	1182	762
608	1182	759
609	1184	757
610	1187	755
611	1188	753
612	1189	750
613	1190	748
614	1193	747
615	1194	744
616	1196	742
617	1197	740
618	1201	739
619	1206	739
620	1207	736
621	1208	734
622	1209	731
623	1214	732
624	1215	729
625	1216	726
626	1218	724
627	1219	722
628	1220	720
629	1222	717
630	1222	715
631	1223	712
632	1225	710
633	1227	708
634	1229	706
635	1229	703
636	1230	701
637	1233	699
638	1234	697
639	1235	694
640	1237	693
641	1240	691
642	1241	689
643	1242	687
644	1243	684
645	1244	682
646	1248	681
647	1249	678
648	1252	677
649	1255	676
650	1260	675
651	1261	673
652	1263	671
653	1266	669
654	1267	667
655	1268	665
656	1269	662
657	1270	660
658	1271	658
659	1273	655
660	1274	653
661	1275	651
662	1276	648
663	1277	646
664	1282	646
665	1283	643
666	1285	641
667	1286	639
668	1287	637
669	1288	634
670	1289	632
671	1290	629
672	1292	627
673	1298	627
674	1299	625
675	1300	623
676	1301	620
677	1302	618
678	1303	616
679	1304	613
680	1304	611
681	1306	609
682	1307	607
683	1309	604
684	1310	602
685	1310	600
686	1311	597
687	1312	595
688	1313	592
689	1314	590
690	1315	588
691	1315	585
692	1316	583
693	1317	580
694	1317	578
695	1318	575
696	1319	573
697	1321	571
698	1323	569
699	1324	567
700	1325	565
701	1326	562
702	1326	560
703	1327	558
704	1328	555
705	1328	553
706	1329	550
707	1330	548
708	1330	546
709	1331	543
710	1332	541
711	1332	539
712	1336	537
713	1339	536
714	1340	534
715	1341	532
716	1343	530
717	1344	527
718	1344	525
719	1345	523
720	1346	520
721	1346	518
722	1347	516
723	1348	514
724	1352	512
725	1353	510
726	1354	508
727	1355	506
728	1355	504
729	1356	501
730	1357	499
731	1357	497
732	1358	494
733	1359	492
734	1359	490
735	1360	487
736	1361	485
737	1361	483
738	1362	481
739	1364	479
740	1365	477
741	1365	474
742	1366	472
743	1367	470
744	1368	468
745	1369	466
746	1370	464
747	1370	461
748	1371	459
749	1372	457
750	1373	455
751	1374	453
752	1376	451
753	1378	449
754	1379	447
755	1380	445
756	1381	443
757	1382	441
758	1382	439
759	1383	436
760	1384	434
761	1385	432
762	1386	430
763	1387	428
764	1388	426
765	1390	424
766	1391	422
767	1392	420
768	1392	418
769	1393	416
770	1394	414
771	1395	412
772	1396	410
773	1397	407
774	1398	405
775	1398	403
776	1399	401
777	1401	399
778	1402	397
779	1404	396
780	1405	394
781	1406	391
782	1406	389
783	1407	387
784	1408	385
785	1409	383
786	1410	381
787	1411	379
788	1411	377
789	1412	375
790	1414	373
791	1417	372
792	1418	370
793	1419	368
794	1420	366
795	1421	364
796	1423	362
797	1424	360
798	1425	358
799	1426	356
800	1427	354
801	1428	352
802	1429	350
803	1431	348
804	1432	346
805	1433	344
806	1434	343
807	1435	341
808	1436	339
809	1437	337
810	1438	335
811	1439	333
812	1439	331
813	1440	329
814	1441	327
815	1442	325
816	1445	323
817	1446	321
818	1447	319
819	1448	317
820	1448	315
821	1449	313
822	1450	311
823	1450	309
824	1451	307
825	1452	305
826	1452	303
827	1453	301
828	1454	300
829	1456	298
830	1459	296
831	1460	294
832	1462	293
833	1464	291
834	1465	289
835	1465	287
836	1466	285
837	1467	283
838	1468	281
839	1469	279
840	1470	277
841	1473	276
842	1475	274
843	1477	273
844	1478	271
845	1479	269
846	1479	267
847	1481	265
848	1482	263
849	1483	261
850	1484	259
851	1486	258
852	1487	256
853	1489	254
854	1489	252
855	1490	250
856	1491	248
857	1491	246
858	1492	245
859	1493	243
860	1493	241
861	1494	239
862	1495	237
863	1496	235
864	1496	233
865	1497	231
866	1499	230
867	1501	228
868	1501	226
869	1502	224
870	1503	222
871	1505	220
872	1506	219
873	1506	217
874	1507	215
875	1508	213
876	1509	211
877	1510	209
878	1511	208
879	1512	206
880	1514	204
881	1515	202
882	1516	200
883	1516	199
884	1517	197
885	1518	195
886	1519	193
887	1520	191
888	1521	189
889	1522	188
890	1522	186
891	1524	184
892	1526	182
893	1527	181
894	1528	179
895	1529	177
896	1530	175
897	1530	173
898	1531	172
899	1532	170
900	1532	168
901	1534	166
902	1535	164
903	1536	163
904	1537	161
905	1538	159
906	1539	157
907	1540	156
908	1542	154
909	1543	152
910	1544	150
911	1544	149
912	1547	147
913	1549	145
914	1550	144
915	1551	142
916	1551	140
917	1552	138
918	1554	137
919	1556	135
920	1556	133
921	1557	131
922	1558	129
923	1558	128
924	1559	126
925	1560	124
926	1560	122
927	1561	121
928	1562	119
929	1562	117
930	1563	115
931	1564	114
932	1564	112
933	1565	110
934	1565	108
935	1566	107
936	1568	105
937	1569	103
938	1570	102
939	1571	100
940	1572	98
941	1573	96
942	1574	95
943	1574	93
944	1575	91
945	1575	89
946	1576	88
947	1577	86
948	1578	84
949	1578	83
950	1579	81
951	1579	79
952	1580	77
953	1581	76
954	1583	74
955	1584	72
956	1585	71
957	1586	69
958	1587	67
959	1587	66
960	1589	64
961	1589	62
962	1590	61
963	1591	59
964	1591	57
965	1592	56
966	1593	54
967	1593	52
968	1594	51
969	1595	49
970	1595	47
971	1598	46
972	1598	44
973	1599	42
974	1600	41
975	1600	39
976	1601	37
977	1602	36
978	1603	34
979	1603	32
980	1604	31
981	1605	29
982	1605	27
983	1606	26
984	1608	24
985	1609	22
986	1610	21
987	1612	19
988	1613	17
989	1614	16
990	1615	14
991	1616	13
992	1617	11
993	1617	9
994	1618	8
995	1619	6
996	1620	4
997	1620	3
998	1621	1
999	1622	0
